token_final,views
"['사건', '정훈교', '육', '때', '들다', '간첩', '설', '가장', '유력하다', '총기', '탈취', '보통', '범죄', '용', '사용', '되다', '그', '이후', '총', '기', '범죄', '일어나지', '않다', '총기', '분해', '되다', '적국', '넘어가다', '함', '사건', '보여주다', '군', '사령관', '총', '달라', '고', '해도', '주지', '말고', '만약', '영', '내', '간부', '그렇다', '윗', '선', '부대', '고발', '되다', '군대', '써다', '재밌다', '친근하다', '설명', '해주다', '너무', '재미있다', '변호사', '도움', '받다', '일', '있다', '되게', '해주다', '같다', '느낌', '적', '인', '느낌', '군대', '기분', '상해죄', '너무', '크다', '죄', '니까', '제발', '원칙', '을', '지키다', '사다', '장기', '군법', '지원', '법무', '사관후보생', '인데', '법무', '병과', '1', '인자', '분', '보', '니까', '신기하다', '군대', '가기', '전이', '라면', '안', '믿다', '군대', '가다', '보다', '믿음', '간다', 'ㅋㅋㅋ', '백', '소령', '사건', '우리', '소', '초', '레전드', '써다', '몇', '십년', '지나다', '아직도', '총기', '피탈', '교육', '우리', '초소', '에서', '함', '군', '내', '기득권', '유지', '지휘', '권', '남용', '정당성', '을', '위해', '서', '존재', '하', '법무', '실', '백', '소령', '지금', '일어', '날', '수', '있다', '일', '이지', '내', '누군지', '모르다', '가다', '간부', '패', '시브', '니', '상', '명', '하복', '체계', '징병', '되어다', '오다', '이유', '로', '내', '그걸', '왜', '지키다', '놈', '요새', '많다', '코앞', '적군', '있다', '간첩', '없다', '이상하다', '요즘', '간첩', '어디', '있다', '사람', '너무', '머리', '꽃밭', '아니다', '것', '뭐', '레전드', '라', '건덕', '지다', '될런', '지', '군', '컴터', '인트라넷', '올라오다', '있다', '사건', '사고', '보다', '진짜', '끔찍하다', '잔인하다', '레전드', '완전', '많다', 'gop', '9', '개월', '정도', '타다', '상황', '병', '2', '개월', '정도', '근무', '때', '상', '황실', '전화기', '5', '대다', '정도', '있다', '전원', '연결', '되어다', '전화', '한번', '오지', '않다', '우리', '한번', '사용', '않다', '전화기', '로', '전화', '오다', '음', '나', '통신', '보안', '00', '소', '초', '일병', '000', '이다', '상대방', '어', '나', '연대', '탄약', '반장', '자세하다', '기억', '안나', '지만', '직책', '을', '말', '인데', '거기', '00', '소', '초', '맞다', '나', '예', '맞다', '상대방', '그렇다', '알다', '고생', '라나', '예', '고생', '쇼', '상대방', '나', '연대', '탄약', '반장', '아니다', '이르다', '끊다', '저', 'ㅅㄲ', '늘다', '누구', '이다', '제일', '궁금하다', '군대', '평생', '을', '바치다', '사람', '주임', '원사', '인데', '소위', '라고', '원사', '무시', '군대', '자다', '돌아가다', '리가', '없다', '백', '소령', '땜시', '말년', '갑자기', '근무', '빡세', '지고', '그', '놈', '쏘가리', '욕', '엄청나다', '국가', '돈', '줄', '때', '위법', '일이', '면', '배상', '적법하다', '일이', '면', '보상', '을', '닥신', '닮다', '목소리', '발음', '비슷하다', '신기하다', '보다', '난', '사건', '웬만하다', '공포', '영화', '보다', '더', '무섭다', '그', '놈', '상', '명', '하복', '특유', '제', '식구', '감싸다', '문화', '때문', '성범죄', '끊다', '않다', '근무', '중', '졸다', '그거', '무마', '처녀', '따다', '여군', '사연', '을', '보고', '철', '없다', '암튼', '갑갑하다', '그냥', '서서', '당하다', '그렇다', '성적', '트라우마', '있다', '평생', '자연스럽다', '신음', '소리', '못', '내다', '헌병', '전역', '영창', '없어지다', '이제야', '알다', '근데', '뭐', '위병조장', '야간', '때', '술', 'ㅈㄴ', '꼴다', '쪽문', '찾다', 'BOQ', '들어가다', '하사', '놈', '술취해', '서', '개', 'ㅈㄹ', '뜨다', '지보', '다', '선임', '불다', '조치', '하', '니까', '다음', '날', '지다', '근무', '아니다', '위병', '소로', '도망', '서다', '계속', '야', '지다', '주간', '에는', '지다', '차', '말고', '다른', '차', '얻다', '타다', '지통', '실', '물어보다', '기록', 'ㅈㄹ', '행보', '관백', '소령', '사건', '이후', '에도', '다', '채', '로운', '간부', '쉑', '암', '구호', '나', '위병', '소', '경계', '무시', '각', '부대', '마다', '있다', '근데', '안', '주다', '뭐라다', '끄다', '군', '현실', '그러니까', '사칭', '확인', '조차', '못', '경우', '많다', '근데', '1년', '6', '개월', '이상은', '민간', '교도소', '로', '이감', '되다', '군', '사형수', '왜', '군', '감옥', '있다', '2007년', '이던가', '해병대', '여군', '장교', '부모', '죽다', '남친', '이랑', '여행', '다녀오다', '적도', '있다', 'ㅋㅋㅋ', '결혼식', '그래도', '귀엽다', 'ㅋㅋㅋ', '총', '준', '사람', '진짜', '식은땀', 'ㅈㄴ', '흘리다', '백', '소령', '써다', '진실', '알다', '사람', '많다', '도대체', '정체', '뭘', '끄다', '대충', '30', '대다', '해도', '지금', '쯤', '이면', '나이', '많이', '먹다', '오다', '법무', '실장', '원', '스타', '간첩', '없다', '수가', '없다', '전쟁', '끝나다', '않다', '군인', '총기', '함부로', '빌리다', '되어다', '51', '사단', '168', '169', '연대', '해오다', '초', '근무', '지겹다', '들다', '내용', 'ㅋㅋㅋ', '그래서', '1', '53', '해안', '서초', '아니다', '해안', '소', '초입', '니', '다', '백', '소령', '것', '간부', '잘못', '맞다', '움', '요', '새다', '모르다', '내', '군', '시절', '에는', '중사', '이상', '짬좀', '치다', '먹다', '술', '치다', '먹다', '서다', '야간', '위병', '소', '군무', '서다', '소리', '지르다', '이렇다', '너무', '많다', '암', '구호', '이렇다', '다', '쌩까다', '백', '소령', '사건', 'k', '2', '실탄', '가다', '가다', '뭔', '크다', '사건', '사용', '게', '아니다', '나부', '대다', '때', '군의관', 'sns', '대통령', '욕', 'ㅈㄴ', '박아', '서', '끌리다', '가다', '기무사', '오다', 'ㅈㄴ', '놀라다', '마지막', '한국', '군대', '현실', '을', '알다', '결국', '계급', '낮다', '언론플레이', '제대로', '안되다', '계급', '높다', '사람', '에게', '부당하다', '눌', '린다', '거', '네', '요', '그저', '계급', '차이', '라서', '기울어지다', '운동장', '갈다', '길이', '멀다', '한국', '군', '병사', '간부', '끼리', '인간', '적', '존중', '까지는', '사람', '모르다', '영천', '모', '탄약', '창', '에서도', '저렇게', '근무', '소총', '준', '적', '있다', 'ㅋㅋㅋ', '3', '17', '장난', '군대', '가다', '군대', '끌리다', '가다', '장난', '어딨다', '그냥', '쓸다', '수', '있다', '휴가', '없다', '전역', '날', '오지', '않다', '미치다', '일', '저지르다', '거지', '백', '소령', '장동민', '씨', '아부지', '아니다', 'ㅋㅋㅋ', '옛날', '라디오스타', '인가', '써다', '비슷하다', '같다', '궁금하다', '그런데', '이지함', '전세계', '많다', '않다', '대단하다', '것', '알다', '이지함', '이나', '전투함', '같다', '그냥', '전투기', '로', '멀리', '서', '미사일', '로', '부시', '면', '그만', '아니다', '배', '같다', '경우', '전투기', '로', '폭파', '시키다', '제일', '쉬다', '같다', '왜', '이지스함', '무섭다', '그', '총', '사병', '짱', '박다', '저', '거', '51', '사단', '169', '연대', '해안', '초소', '에서', '발생', '사건', '이네', 'ㅋㅋㅋ', '현역', '때', '동기', '만', '창', '여', '틀다', '영창', '가다', '서다', '달뒤', '전역', '놈', '있다', '영창', '없어지다', '깜놀', '김', '일병', '풀다', '군대', '밥', '감옥', '에서', '나오다', '밥', '보다도', '쓰레기', '로', '나오다', '민간', '감옥', '보다', '국군', '교도소', '좋다', '나다', '어디', '선', '하나', '자르다', '들어가다', '걸', '그렇다', '어', '영창', '없어지다', '충격', '적다', '저', '소', '초가', '내', '나오다', '곳', '예', '하', '소', '초', '라는', '거', '듣다', '신기하다', '북한', '강제', '북송', '사건', '맡다', '군인', '다치다', '군인', '보상', '이나', '아직도', '못', '찾다', '게', '아니다', '안', '찾다', '있다', '게', '아니다', 'ㅋ']",1507410
"['이분', '진', '짜이다', '간만', '진짜', '대단하다', '전문가', '모시다', '오다', '사장', '님', '진짜', '멋있다', '사람', '을', '생각', '해주다', '마음', '느껴지다', '진짜', '장인', '차', '모르다', '본인', '한테', '오라', '말씀', '너무', '멋있다', '차만', '파다', '돈버는거', '보다', '정직하다', '팔다', '너무', '좋다', '차갑다', '없다', '사람', '이분', '말씀', '보고', '믿다', '살다', '같다', '이런', '분', '좀더', '많아지다', '좋다', '예전', '방송', '에도', '수', '차례', '나오다', '같다', '영상', '자다', '보고', '가다', '이렇다', '명인', '분들', '많아지다', '기대하다', '건강하다', '허위', '체크표', '제시', '업체', '처벌', '좋다', '정보', '감사하다', '정말', '분야', '장인', '이신', '분들', '존경', '멋지다', '양심', '있다', '명장', '이다', '자동차', '사람', '목숨', '걸리다', '일이', '라서', '진짜', '중요하다', '이분', '말씀', '부분', '차', '자다', '모르다', '들다', '딱', '이분', '정말', '찌다', '알다', '오다', '정말', '너무', '유익하다', '생각', '되다', '개인', '적', '다운', '받다', '소장', '정도', '에요', '선생님', '건강하다', '일', '오래', '좋다', '정보', '감사하다', 'ㅠㅠ', '역시', '진짜', '전문가', '다르다', '성능', '지', '관련', '드디어', '나오다', '평소', '닥', '신', '티비', '굉장하다', '좋아하다', '뼉다구', '안', '먹다', '차', '성능', '점검', '멀쩡하다', '차', '올', '양호', '찍히다', '차', '만', '보고', '사시', '면', '큰일', '나다', '2', '주', '뒤', '쯤', '띄다', '어보', '면', '누유', '오지', '고', '성능', '보증', '보험', '수리', '보험사', '어떻', '게', '든', '조금씩', '조금씩', '말', '바꾸다', '안햐줍니', '다', '예', '면', '엔진', 'A', '부품', '엔진', 'B', '부품', '합치다', '엔진', 'C', '라는', '품목', '성능', '보증', '가능하다', '때', 'A', '늘다', '보험사', '에서', '해주', '지만', 'B', '라는', '부품', '성능', '보증', '안', '들어가다', '부품', '이라서', '보증', '수리', '못', '해주다', '등', '고갱', '님', '부담', '한다는', '등', '말장난', '굉장하다', '많이', '자다', '모르다', '사람', '당하다', '쉬다', '특히', '지방', '있다', '중고차', '업체', '성능', '지', '짜다', '치다', '경우', '너무', '많다', '법', '바뀌다', '좋다', '딜러', '한테', '패널', '티', '있다', '가다', '성능', '장', '패널', '티', '있다', '좋다', '절대', '안', '바뀌다', '뉴스', '타다', '달라지다', '싶다', '보험사', '에서는', '보증', '수리', '어떻', '게', '든', '안', '해주다', '함', '딜러', '팔고', '나다', '응', '알빠', '야', '마인드', '보험사', '랑', '제휴', '맺다', '개다', '카', '센터', '조합', '까지', '요즘', '성', '능지', '랑', '다르다', '환불', '뭐', '어떤', '부분', '크게', '고장', '나다', '환불', '의미', '없다', '요즘', '딜러', '팔고', '잠수', '타', '버리다', '도망가다', '아니다', '나', '모르다', '경우', '많다', '좋다', '정보', '감사하다', '덕분', '괜찮다', '차', '사서', '끌', '고', '다니다', '감사하다', '용덕', '선생님', '엄청나다', '신분', '을', '모시다', '거', '맨날', '유튜브', '로', '찍어내다', '바쁘다', '중고차', '팔이', '아니다', '진짜', '모시다', '감사하다', '진짜', '최고', '수원', '안녕', '마이카', '라는', '전문', '사기', '업체', '조심', '바라다', '피해자', '너무', '많다', '사장', '님', '최고', '이다', '분', '정말', '대단하다', '멋지다', '이렇게', '좋다', '전문가', '분들', '많이', '섭외', '해주다', '보다', '구독', '햇', '지', '요', '진짜', '전문가', '이다', '이분', '한테', '중고차', '사고', '싶다', '장인', '철학', '양심', '정말', '대단하다', '불다', '존경', '스럽다', '이렇다', '진짜', '달인', '이지', '전문가', '진짜', '멋있다', '최대한', '편집', '핵심', '만', '추다', '방송', '50년', '삶의', '대한', '바이브', '보이다', '중고차', '성능', '보험', '지금', '말', '많다', '문제', '많다', '제도', '임', '모든', '부분', '보장', '해주다', '아니다', '싸다', '좋다', '중고차', '찾다', '확률', '매우', '희박하다', '때문', '적당하다', '사서', '고치다', '타다', '생각', '함', '관상', '과학', '이군', '요', '정직하다', '진솔하다', '멋지다', '저', '사장', '님', '같다', '분', '너무', '되어다', '좋다', '정말', '좋다', '정보', '네', '요', '찌다', '전문가', '이십', '니', '다', '믿음', '가다', '정말', '중고', '로', '사려', '면', '이런', '분', '일당', '드리다', '모시다', '중고차', '성능', '보증', '보험', '문제', '너무', '많다', '보험사', '에서', '제대로', '조', '사안', '하고', '진행', '하고', '허위', '청구도', '많다', '그래서', '보험료', '엄청', '많이', '오르다', '경력', '50년', '에서', '신뢰', '99', '로', '시작', 'ㅋㅋㅋ', '우리', '차', '쟁이', '들이다', '엔진', '부조', '현상', '잡아내다', '노하우', '중', '하나', '스티', '어', '링', '위', '동전', '올', '리기', '차', '쟁이', '들다', '사이', '에서', '주로', '쓰다', '방법', '이다', '여기', '서', '보다', 'ㅎㄷㄷㄷ', '정말', '샤프', '관찰', '력', '경', '외심', '을', '보다', '짬', '에서', '보이다', '능력', '존경', '오다', '이렇게', '장사', '돈', '별로', '못', '벌겋다', '같다', '하', '안타깝다', '이렇다', '명장', '달인', '분', '보다', '존경심', '넘다', '보고', '가다', '수고', '많다', '진짜', '멋지다', '전문가', '제', '생각', '장인', '기준', '그', '해당', '부분', '지식', '지혜', '그리고', '기술', '을', '갖추다', '하지만', '무엇', '보다', '본인', '양심', '있다', '야하다', '보다', '저', '분', '말씀', '내', '이렇게', '저렇게', '보내다', '그건', '사람', '목숨', '달리다', '일이', '다', '라고', '말씀', '그게', '지식', '지혜', '기술', '보다', '먼저', '갖추다', '야하다', '무조건', '적', '인', '부분', '이라고', '생각', '좋다', '영상', '정보', '즐감', '아', '진짜루', '세상', '이런', '분만', '계시', '면', '더', '바라다', '없다', '대포', '한잔', '대접', '장인정신', '을', '가다', '멋지다', '분', '좋다', '정보', '진실되다', '자문', '이네', '요', '많이', '배우다', '가다', '영상', '북마크', '전문가', '모시', '고', '좋다', '정보', '제공', '주다', '감사하다', '귀', '정보', '정말', '감사', '말', '하나', '하나', '짬', '에서', '우', '러러', '나오다', '그', '믿음', '확', '느껴지다', '보다', '가다', '게', '진자', '생활', '지식', '이지', '좋다', '거알', '고', '가다', '감사', '드리다', '양심', '복', '많이', '받다', '좋다', '내용', '이다', '감사하다', '평', '가사', '차다', '힘드다', '직업', '이다', '소신', '대로', '싶다', '성능', '장', '사장', '매출', '떨어지다', '난리', '치고', '딜러', '펑', '가장', '오', '기전', '미세', '누', '유나', '누유', '관련', '되다', '곳', '을', '세척', '하고', '오다', '성능', '을', '볼때', '확인', '방법', '없다', '또는', '미세', '누유', '체크', '경우', '게', '왜', '누유', '냐', '고', '평가', '사랑', '싸우다', '평', '가사', '월급', '받다', '나부랭이', '이다', 'ㅜ', '미세', '누', '유라', '항', '목도', '어이', '없다', '누유', '면', '누', '유지', '미세', '누유', 'ㅇㅈㄹ', '정말', '보다', '가다', '중고차', '만', '27년', '차', '이다', '50년', '장안동', '전', '오장동', '때', '시작', '데', '대단하다']",604199
"['교수', '님', '정말', '재미있다', '강의', '해주다', '자주', '뵈다', '좋다', '김기범', '교수', '님', '쓸데없다', '은유', '나', '비유', '없이', '요점', '만', '명확하다', '설명', '해', '주다', '이해도', '쏙쏙', '되다', '지루하다', '않다', '재밌다', 'ㅉㅉㅉ', '교수', '님', '목소리', '엄청', '좋다', '차분하다', '설명', '을', '엄청', '쉬다', '자다', '같다', '과학', '을', '보다', '함께', '자다', '어울리다', 'ㅎㅎ', '그렇다', '번', '출연', '해주다', '좋다', '더', '더욱', '울릉도', '일', '본', '쪽', '가깝다', '지진', '영향', '울릉도', '아래', '있다', '마그마', '방이', '더', '자극받다', '같다', '전문가', '분', '울릉도', '위험', '1', '순위', '로', '보다', '정부', '차원', '에서도', '울릉도', '주민', '약', '9천', '명', '관광객', '을', '비상', '시', '내륙', '빨리', '대피', '시키다', '있다', '가이드라인', '메뉴얼', '을', '만들다', '않다', '생각', '드네', '요', '공항', '짓다', '어쩌면', 'RuRangE', '돈벌이', '이다', '울릉도', '화', '산이', '폭팔', '진짜', '큰일', '이군', '요', '울릉도', '에서', '폭발', '도망가다', '때', '없다', '그냥', '사람', '전부', '폼페이', '처럼', '녹음', 'ㄷㄷ', '궁금하다', '내용', '재미있다', '보고', '있다', '질문', '있다', '과거', '마그마', '분출', '철원', '평야', '제주도', '지하', '에는', '마그마', '방이', '사라지다', '있다', '어느', '정도', '크기', '로', '재', '분화', '가능성', '있다', '전달', '력', '뛰어나다', '좋다', '영상', '잘봣습니', '다', '멋지다', '꼭', '계속', '활동', '우릴', '지키다', '화산', '대해', '서', '아주', '관심', '갖다', '들다', '더', '크다', '관심', '생기다', '자주', '나오다', '줄다', '역시', '보다', '수준', '최고', '이다', '감사하다', '미래', '울릉도', '화산', '분화', '생각', '못', '재밌다', '들다', '마그마', '분화', '백두산', '후지산', '만', '놓다', '보다', '울릉도', '정말', '생각', '지도', '못', '일', '탈', '계', '팬', '트리', '처자', '여기', '서', 'ㅎ', '몰래', '1', '나잇', '다니다', '긴급', '울릉도', '독도', '사이', '해저화산', '분화', '알다', '울릉도', '더', '분화', '위험', '높다', '일', '탈', '계', '팬', '트리', '처자', '여기', '서', 'ㅎ', '몰래', '1', '나잇', '다니다', '긴급', '마그마', '천천히', '흘러나오다', '독도', '랑', '연결', '되다', '전투기', '뜰', '수', '있다', '미사일', '도배', '수', '있다', '새', '땅', '생깅션', '좋다', '자주', '나오다', '좋다', '말', '톤', '좋다', '화산', '용어', '중', '휴화산', '사화산', '이란', '단어', '더', '이상', '안', '쓰다', '있다', '왜냐하면', '사화산', '인', '줄', '알다', '화산', '활동', '을', '사례', '있다', '일', '탈', '계', '팬', '트리', '처자', '여기', '서', 'ㅎ', '몰래', '1', '나잇', '다니다', '긴급', '기범이', '형', '화이팅', '철원', '위', '추가령', '고대', '화산', '있다', '울릉도', '관광', '영업', '행태', '보다', '서다', '태초', '모습', '리셋', '되다', '것', '나쁘다', '않다', '일', '탈', '계', '팬', '트리', '처자', '여기', '서', 'ㅎ', '몰래', '1', '나잇', '다니다', '긴급', '울릉도', '분화', '가능성', '있다', '아예', '모르다', '경북', '청송', '주왕산', '일반', '그냥', '산', '되다', '게', '천만다행', '이지', '주왕산', '일대', '원래', '화산', '지대', '이다', '울릉도', '뒤통수', '니', '킥', '맞다', '것', '같다', '착각', '들다', '정도', '로', '충격', '적다', '사투리', '한번', '씩', '나오니', '친근하다', '나', '사람', '목소리', '톤', '분위기', '너무', '좋다', '요즘', '이렇다', '텐션', '정도', '딱', '좋다', '것', '같다', '교수', '님', '오리산', '얘기', '해주다', '편안하다', '듣기', '좋다', '목소리', '시', '다', '지질학자', '로', '전향', '무릎', '폼', '미치다', '한반도', '지형', '활화산', '을', '말', '백두산', '한라산', '울릉도', '오리산', '4', '개', '있다', '강', '형', '욱', '님', '언제', '화산', '공부', '까지', '대단하다', '감사하다', '흥미', '롭고', '재밌다', '감사하다', '영상', '에서', '거품', '나', '장소', '어디', '인가요', '다른', '영상', '을', '보다', '수온', '20', '조금', '넘다', '것', '을', '보다', '과학자', '기술자', '전문가', '말', '을', '무시', '안되다', '그', '만큼', '경험', '지식', '있다', '사람', '이라', '100', '수용', '어렵다', '미리', '준비', '그게', '1천년', '후에', '일어나다', '일이', '라', '해도', '설마', '몇', '백년', '후', '에는', '다', '들다', '지', '구', '밖', '정거장', '임시', '머무르다', '다시', '잠잠하다', '지구', '로', '돌아오다', '상황', '있다', '있다', '나리분지', '살다', '분들', '안전', '을', '위해', '서', '주시', '켜다', '아니다', '백두산', '규모', '두다', '뿐', '이다', '조용조', '용', '물', '흐르다', '말', '제', '스탈', '용', '오늘', '한복', '을', '입다', '계시다', '화산', '김구', '선생님', '울릉도', '폭발', '섬', '생기', '면', '개이득', '울릉', '도민', '집값', '떨어지다', '싫어하다', '영상', '1', '위', 'ㅋㅋㅋ', '오다', '진짜', '몰입', '보다', 'ㅎㅎ', '교수', '님', '진짜', '뭔가', '생기다', '고귀하다', '보임', 'ㅋㅋㅋ']",194914
